 RT , ねぇねぇみんな聞いて：
歪んで,ちょっとよく分からなく
歯が立たない,挑むのが難しい
歴史,壮大な物語
歴女,過去に想いを馳せる女子
死にそう,生まれそう
死にたい,イキイキしたい！
死にて,元気になりたい
死に損ない,生きててよかったよ
死ぬ,生きる！
死ね,生きろ！
死ねばいい,健康になればいい
死んじまえ,お願いだから生きてっ！
死んじゃいたい,明日も笑顔で頑張りたい
死んじゃえ,生きちゃえ♪
死んだ方が,ヨガを始めた方が
死んでくれ,ご自愛ください
死んでほしい,健やかにいてほしい
死体,ふわふわ
残念,オーマイゴッドネス！
殴りたい,抱きしめたい
殴り込み,抱きかかえ
殴る,チューする
殴る,ハグする
殴打,キッス
殺して,ナデナデして
殺す,生かす
殺意,好意
殺気,もはや愛おしい
殺生,創作活動
母乳,赤ちゃんの主食
毒プリ,♡♡♡
毒男,独り身の王子様
毛嫌い,よく知りもしないのに嫌悪
毛穴,毛の出身地
毛虫,未来の蝶
気だるい,体がやる気ない
気どり,おすまし
気合い,頑張るキモチ
気持ち悪い,生理的に不快
水をさす,差入れする
水分,お水
水商売,根気のいるお仕事
水臭い,親しき仲にも礼儀あり
永遠,大切な人との愛
汚い,個性あふれる
汚ねえ,目が濁る
汚らわしい,１周回って美しい
汚ギャル,アーティスティックな女性
池沼,他人
油ギッシュ,胃もたれしそう
油断,お昼寝
油断大敵,日々是鍛錬
治外法権,バリアが効く
泣かせ,涙が出ちゃう…
泣きじゃくる,悲しみをあらわにする
泣きっ面に蜂,笑顔に蝶々
泣きつく,一生のお願いを何度もする
泣きべそ,(；ω；)
泣き上戸,演技派
泣き別れ,また会いましょうと約束
泣き寝入り,ベッドで悲しみにくれる
泣き明かした,枕を涙でジメジメにした
泣き落とし,人の善意に頼るお願い
泣き顔,笑顔
泥をはく,吐息を吐く
泥棒,なにかと奪う人
泥棒猫,恋の勝者
注文,セバスチャンにお願い
洋服,試される美的センス
流されやすい,好奇心旺盛な
流れ者,夢を旅する方
流布,みんなにお知らせ
流罪,あのお方と遠距離
浅草,江戸な所
浣腸,♡♡
浪費,景気を良くする消費
浮浪者,放浪者
海外,ここではないどこか
海老,海の中のイケメン
消えたい,笑顔で過ごしたい
消えろ,愛を持って生きろ
消したい,グッバイバイいたい
消しゴム,消すために、消えゆくもの
涙,笑顔に変わるための一歩
涙ぐましい,涙なしでは語れない
涙もろい,感受性が豊か
涙腺,涙のスイッチ
液体,みずみずしい物体
淋しい,あなたが恋しい
淫乱,破廉恥
添い寝,一緒の夢を見に行く旅
渋谷,若者天国
渋谷バスケットボールストリート,旧渋谷センター街
溺愛,特別な愛し方を
滅びろ,光を放て
滅相もない,とんでもございません
漏れそう,愛が溢れそう
漫喫,図書館
潔癖,お風呂に１日５回は入りたい
潮吹き,♡♡♡
潰しがきかない,専門家である
激おこ,(`Д´)
激おこぷんぷん丸,うふふ♡ゆるしてあげるわ
濡れネズミ,仔猫ちゃん
濡れ落ち葉,ダーリン
濡れ衣,渇いた洋服
火消し,ハッピーエンド
火種,元凶の元
火遊び,ヤケド覚悟の恋愛
炎上,大きめの火事
烙印,めじるし
無いねん,無いのよ
無い物ねだり,ぜいたく
無きにしもあらず,あると思うの
無作法,豪快
無愛想,クール
無様,かっこいい
無理,頑張ればなんとかできそう
無礼者,自由なお方
無粋,わからない
無表情,決め顔
無視,対面
無駄,無駄なことなんてない
焼きが回る,お年を召す
焼きを入れる,試練を与える
煮え切らない,曖昧さがよい
煮え立つ,穏やかでいる
煮え返る,穏やかに過ごす
煮て食おうと焼いて食おうと,貴女のお好きになさって
熊,ぬいぐるみみたいな動物
爆発しろ,消えてなくなってほしいの
爬虫類系男子,昆虫を彷彿をさせるお方
父の日,お父さんありがとうの日
父上,お父様
片思い,美しき一方通行
物欲,健全な欲望
犬,ワンワン
犯して,歴史に泥を塗って
狂う,ハイな気分になる
狂う,ハッピーになる
狂ってる,すっごく楽しくなる
独りよがり,自分で満足
独り占め,こっからここまで頂戴
独り身,貴族
独身,貴族
狼狽,アタフタ
猫,こたつで丸くなる生き物
猫をかぶる,仮面を纏う
獲物,女の子から見た男の子
率直,お遊びなし
理屈,ドロ団子
生々しい,情景が目に浮かんでしまう
生あたたかい,ヤケドしそうにホット
生かじり,いただきます
生きてんな,元気でいて
生きる,素晴らしい人生を送る
生き別れ,運命上
生き別れた,運命に引き裂かれた
生き物,命ある者たち
生ぬるい,もう少しで完璧
生乾き,コインランドリー&#x3078GO;
生半可,どっちつかずな
生意気,意見をはっきり言う強さ
生易しい,世の中甘くない
生殺し,ひと思いにされない
生臭い,その場から離れたい
生返事,愛の挨拶
生首,笑顔の化石
産休,天使を育てる時間
田子作,自然豊かな地域出身者
田舎,うさぎがかけまわる野山
由々しき,一刻も早く対処すべき
甲斐性なし,ポテンシャルがある人
画像ハラデイ,画像を貼ってください
畜生,ラブリー♡
畜類,おおきい動物
異国,冒険先
異常,すこし変わっているご様子
異次元,パッソでは行けない世界
疎外,バイバイ
疎遠,夢の中で会う関係
疑い,不安になっちゃう乙女のハート
疫病神,パワースポット
疲れた,頑張った
病む,自分と向き合う
病んでる,休暇を欲している
痛メン,ケガをしている男性
痴人,知人
痴漢,逮捕モノ
癇に障る,デリケートな部分に触れる
癒着,粘着
癪に障る,気になる
白々しい,愛おしい
白い目で見る,暖かく見守る
的外れ,メガネの度が外れてるよう
皆殺し,褒め殺し
皮肉,運命のいたずら
皮肉る,盛り上げる
皺,刻まれた歳月
皺皺,生きた証
盗み聞き,ご清聴
盗み読み,拝見
盗み食い,味見
盗人,お巡りさんのお世話になる人
盛りの,いっぱい
目が腐る,眼福
目くじらを立てる,よく注意する
目力,チャーミング・ラブパワー
直感的に,ビビビッと
直留守,生存が確認できない
相似,違いが分からない
相姦,禁止事項
相思相愛,地球を救う程度の愛
相手,今わたしが向き合う方
相撲,おすもう
相方,愛する人
相殺,フラットに
相談,密談
真っ暗,明るすぎて見えない…！
真似すんな,お揃い、うれしいわ
真面目か,あなたって誠実なのね
真顔,笑顔
眠たい,瞼の幕を降ろしたい
着うた,着信時の音楽
着メロ,着信時のメロディー
着信拒否,ごめんなさい
着床,新たな命の誕生
着拒,ごめんなさい
石焼き芋,紫色の宝石
砂丘,ラクダさんの仕事場
破れかぶれ,開放感でいっぱい
社交的,誰とでもにこやかなご様子の
社内ニート,社内自由人
社畜,会社ファン
神,造物主
禁断の,アダムの
禿,太陽の光
禿同,とっても同意
秘伝,ひ・み・つ
稚拙,芸術的
穀つぶし,たくさん食べる元気者
空々し,一見、立派
空元気,心の底から元気
空恐ろしい,胸が不安で苦しい
空想,脳内シアターで上映
空気読む,空気読まない
空気読めない,空気は読むものじゃない！
空港,旅のはじまりの場所
空目,見間違え
空耳,なにか聞こえた気がした
空覚え,記憶の穴から掘り出し
空言,ファンタジー
突拍子もない,思ってもいなかった
突破する,新しいステージに進む
窓際族,部長
立ちバック,♡♡♡♡♡
立つ瀬がない,参加する
童貞,未知の世界が広がっている人
笑う,天使のように微笑む
笑わせるな,もっと面白いこと言って
笑顔,恋人に見せる顔
筆圧,筆に込めた想い
筆箱,クリエイティブ・ツール
筋合い,私の予定
筋書き,運命のレール
筋肉,強靭なたんぱく質
筋違い,わたしの辞書にない
筋金入りの,モーレツな
筍,にょきにょき♪
箱押し,博愛
粗大ごみ,過去の遺産
粗相,ケアレスミス
粗相コール,凱旋パレード
粗茶,イングリッシュブレックファストティー
精子,♡♡♡
精液,タピオカミルクジュース
精神的に乳を出す,女性が意中の男性の前で色気を出す
糞,天使
糞くらえ,ソフトクリームをお食べなさい
糞の役にも立たない,いるだけで意味がある
糞ジジイ,素敵なムッシュ
糞ババア,素敵なマダム
糞上司,尊敬すべき先輩
納品,お納めください
素振り,空気感
素泊まり,お食事抜きプラン
素通り,颯爽と失礼
累犯,懲りない過ち
終電,わざと逃す電車
絆,あなたとわたしの強い関係
経験人数,夢のような時間を過ごした人の数
結婚,一生一緒の約束
結局,結論から言うとね
絵本,色とりどりの物語
絵馬,願いを託す板
絶対,世の中に絶対なんてないけど、絶対
絶対領域,破壊的な効力を持つ神聖な領域
絶望,希望
絶許,絶対に許さないこともない
絶食系男子,ひとりで生きていける殿方
綿あめ,浴衣女子最強アイテム
総スカン,愛情のカタマリ
総崩れ,ふりだしに戻る
総攻撃,愛情の詰め込み
総立ち,アドレナリン放出
練習,裏切らないもの
縁起でもない,ハッピーハッピー♪
縛られ,解放され
罪,愛情
罪人,また、やり直せる人
置き勉,身軽な登下校
罰当たり,当然のご結果
罵る,小声で指摘する
罵詈雑言,麗しい言葉たち
美人局,やっちゃいけないこと♡
美形,神様も驚く美しいお方
美男子,美しすぎる殿方
羽目をはずす,自由になる
老体,筋肉
老化,自然
老化現象,自然現象
老女,少女
老婆,乙女
老害,人生の先輩
老朽化,建替えが必須
老生,僕
老眼,遠くがよく見えるおめめ
老眼鏡,魔法のメガネ
考え,思索
耄碌,ちょっとど忘れ
聖地,神が舞い降りた地
聞き捨て,右の耳から左の耳へスルー
聞き耳,ビッグなお耳
肉,愛してるお肉
股ぐら,お花畑
肥満,安心感のある体型
胸キュン,鼓動の音漏れ
能天気,頭の中が快晴
能弁,お話が上手
能書き,自分の売り文句
脇の下,聖域
脇毛,脇の番人
腐ってる,賞味期限きれてる
腐れ外道,また、やり直せる人
腑に落ちない,あんまり納得できない
腑抜け,堂々とした人
腰抜け,勇者
腹が立つ,笑みがこぼれる
腹に据えかねる,我慢しにくい
腹減った,背に腹が変えられそう
腹立つ,おなかがざわざわする
膝小僧,お膝の坊ちゃん
自信,人間が生きるのに必要なこと
自分,決して逃れられない存在
自宅警備員,自宅マニア
自慢,お花畑なお話
自慰,ジェットコースター
自炊,自分の手による本の電子化
自由,身も心も解放されていること
臭い,香り高い
致命傷,ネバーギブアップ！
致命的,オーマイゴッドな
舅,かわいらしいおじいさま
舌打ち,口笛を演奏
